source,error,item
ne_10m_urban_areas_landscan.geojson,"no match","4.2471590908891 15.793560606018 Berberati"
ne_10m_urban_areas_landscan.geojson,"no match","-34.280833333342 140.60083333326 Berri"
ne_10m_urban_areas_landscan.geojson,"no match","-19.551388888907 -65.451388888921 Betanzos"
ne_10m_urban_areas_landscan.geojson,"no match","-28.225980392169 28.312499999955 Bethlehem"
ne_10m_urban_areas_landscan.geojson,"no match","17.918205128176 77.498589743521 Bidar"
ne_10m_urban_areas_landscan.geojson,"no match","52.057738095209 -107.98511904764 Biggar"
ne_10m_urban_areas_landscan.geojson,"no match","-2.6325000000225 31.33041666661 Biharamulo"
ne_10m_urban_areas_landscan.geojson,"no match","28.01714601767 73.315449852444 Bikaner"
ne_10m_urban_areas_landscan.geojson,"no match","27.542045454517 14.27159090905 Birak"
ne_10m_urban_areas_landscan.geojson,"no match","52.526317974228 -1.9636778746822 Birmingham"
ne_10m_urban_areas_landscan.geojson,"no match","13.802651515124 5.2518939393423 Birni Nkonni"
ne_10m_urban_areas_landscan.geojson,"no match","48.780622977314 132.9217233009 Birobidzhan"
ne_10m_urban_areas_landscan.geojson,"no match","50.286280104054 127.54083312725 Blagoveshchensk"
ne_10m_urban_areas_landscan.geojson,"no match","-15.813914665232 35.285553129491 Blantyre"
ne_10m_urban_areas_landscan.geojson,"no match","-41.518364197543 173.95447530855 Blenheim"
ne_10m_urban_areas_landscan.geojson,"no match","-27.648214285728 25.605357142813 Bloemhof"
ne_10m_urban_areas_landscan.geojson,"no match","40.49412878785 -88.974621212143 Bloomington"
ne_10m_urban_areas_landscan.geojson,"no match","2.8144283746347 -60.712293388455 Boa Vista"
ne_10m_urban_areas_landscan.geojson,"no match","12.473611111086 -85.651388888911 Boaco"
ne_10m_urban_areas_landscan.geojson,"no match","16.591666666638 -14.273611111149 Bogue"
ne_10m_urban_areas_landscan.geojson,"no match","13.456944444417 14.715277777732 Bol"
ne_10m_urban_areas_landscan.geojson,"no match","11.573214285694 -15.483928571462 Bolama"
ne_10m_urban_areas_landscan.geojson,"no match","-5.8347222222401 13.055833333285 Boma"
ne_10m_urban_areas_landscan.geojson,"no match","-36.308333333345 140.76249999993 Bordertown"
ne_10m_urban_areas_landscan.geojson,"no match","5.2658333333128 17.644166666617 Bossembele"
ne_10m_urban_areas_landscan.geojson,"no match","47.750648148118 26.652870370317 Botosani"
ne_10m_urban_areas_landscan.geojson,"no match","-1.0541666666868 -46.770833333362 Braganca"
ne_10m_urban_areas_landscan.geojson,"no match","49.83630952378 -99.953996598659 Brandon"
ne_10m_urban_areas_landscan.geojson,"no match","52.108423913012 23.709963768071 Brest"
ne_10m_urban_areas_landscan.geojson,"no match","36.588922764196 -82.175813008155 Bristol"
ne_10m_urban_areas_landscan.geojson,"no match","51.479994460847 -2.5821810922975 Bristol"
ne_10m_urban_areas_landscan.geojson,"no match","-17.96011904764 122.22916666659 Broome"
ne_10m_urban_areas_landscan.geojson,"no match","15.589583333305 102.42916666659 Bua Yai"
ne_10m_urban_areas_landscan.geojson,"no match","31.252462121186 32.296022727231 Bur Said"
ne_10m_urban_areas_landscan.geojson,"no match","26.349269005822 43.962573099361 Buraydah"
ne_10m_urban_areas_landscan.geojson,"no match","40.231116527366 29.072759981368 Bursa"
ne_10m_urban_areas_landscan.geojson,"no match","-3.9461666666896 29.65466666661 Bururi"
ne_10m_urban_areas_landscan.geojson,"no match","58.476225490162 41.543382352894 Buy"
ne_10m_urban_areas_landscan.geojson,"no match","42.8228333333 47.126833333274 Buynaksk"
ne_10m_urban_areas_landscan.geojson,"no match","45.15949453549 26.817554644761 Buzau"
ne_10m_urban_areas_landscan.geojson,"no match","9.3283898307264 105.1874497056 Ca Mau"
ne_10m_urban_areas_landscan.geojson,"no match","-26.19583333335 -56.368452380982 Caazapa"
ne_10m_urban_areas_landscan.geojson,"no match","-27.085509950264 152.95167910439 Caboolture"
ne_10m_urban_areas_landscan.geojson,"no match","45.905092592558 28.19737654316 Cahul"
ne_10m_urban_areas_landscan.geojson,"no match","44.20618279567 27.358064516084 Calarasi"
ne_10m_urban_areas_landscan.geojson,"no match","-12.033766178663 -77.118406294252 Callao"
ne_10m_urban_areas_landscan.geojson,"no match","-2.245833333351 -49.512500000026 Cameta"
ne_10m_urban_areas_landscan.geojson,"no match","-20.88606321841 -45.273419540267 Campo Belo"
ne_10m_urban_areas_landscan.geojson,"no match","-24.033333333347 -52.377256944473 Campo Murao"
ne_10m_urban_areas_landscan.geojson,"no match","40.15162037034 26.421759259212 Canakkale"
ne_10m_urban_areas_landscan.geojson,"no match","64.229166666636 -76.545833333354 Cape Dorset"
ne_10m_urban_areas_landscan.geojson,"no match","15.168541666643 145.72333333327 Capitol Hill"
ne_10m_urban_areas_landscan.geojson,"no match","-37.17840909092 -62.759469696995 Carhue"
ne_10m_urban_areas_landscan.geojson,"no match","32.422222222191 -104.23591269843 Carlsbad"
ne_10m_urban_areas_landscan.geojson,"no match","37.622453703671 -0.99456018523133 Cartagena"
ne_10m_urban_areas_landscan.geojson,"no match","9.864544025134 -83.926179245306 Cartago"
ne_10m_urban_areas_landscan.geojson,"no match","4.7593468468238 -75.928040540563 Cartago"
ne_10m_urban_areas_landscan.geojson,"no match","-42.478769841281 -73.777579365101 Castro"
ne_10m_urban_areas_landscan.geojson,"no match","-24.797348484865 -50.002272727305 Castro"
ne_10m_urban_areas_landscan.geojson,"no match","-4.8685000000212 -43.358833333364 Caxias"
ne_10m_urban_areas_landscan.geojson,"no match","-8.5819444444634 13.665277777729 Caxito"
ne_10m_urban_areas_landscan.geojson,"no match","10.307375943878 123.90066073347 Cebu"
ne_10m_urban_areas_landscan.geojson,"no match","-33.43750000001 151.2916666666 Central Coast"
ne_10m_urban_areas_landscan.geojson,"no match","46.724038461504 -122.96848290599 Centralia"
ne_10m_urban_areas_landscan.geojson,"no match","-15.311029411784 -49.595343137285 Ceres"
ne_10m_urban_areas_landscan.geojson,"no match","-24.89821428573 -65.487500000027 Cerrillos"
ne_10m_urban_areas_landscan.geojson,"no match","-10.678055555573 -76.258055555578 Cerro de Pasco"
ne_10m_urban_areas_landscan.geojson,"no match","36.260798943714 113.02863854082 Changzhi"
ne_10m_urban_areas_landscan.geojson,"no match","41.577673410369 120.41719653171 Chaoyang"
ne_10m_urban_areas_landscan.geojson,"no match","38.355912698382 -81.701666666691 Charleston"
ne_10m_urban_areas_landscan.geojson,"no match","56.130384990222 47.249585769923 Cheboksary"
ne_10m_urban_areas_landscan.geojson,"no match","59.143219921069 37.899087771146 Cherepovets"
ne_10m_urban_areas_landscan.geojson,"no match","44.230673758834 42.045656028318 Cherkessk"
ne_10m_urban_areas_landscan.geojson,"no match","19.911370056463 99.83735875699 Chiang Rai"
ne_10m_urban_areas_landscan.geojson,"no match","28.658168135066 -106.08228707784 Chihuahua"
ne_10m_urban_areas_landscan.geojson,"no match","-29.165530303046 -67.4950757576 Chilecito"
ne_10m_urban_areas_landscan.geojson,"no match","12.646608527105 -87.148934108548 Chinandega"
ne_10m_urban_areas_landscan.geojson,"no match","-21.038333333344 31.675833333289 Chiredzi"
ne_10m_urban_areas_landscan.geojson,"no match","52.041885964884 113.47894736836 Chita"
ne_10m_urban_areas_landscan.geojson,"no match","-9.700833333354 33.275277777719 Chitipa"
ne_10m_urban_areas_landscan.geojson,"no match","21.843055555526 -78.761742424271 Ciego de Avila"
ne_10m_urban_areas_landscan.geojson,"no match","8.1012168141364 -63.544579646048 Ciudad Bolivar"
ne_10m_urban_areas_landscan.geojson,"no match","31.682034194864 -106.36247522915 Ciudad JuÌÁrez"
ne_10m_urban_areas_landscan.geojson,"no match","47.397916666634 -79.685416666689 Cobalt"
ne_10m_urban_areas_landscan.geojson,"no match","49.061742424211 -81.022348484871 Cochrane"
ne_10m_urban_areas_landscan.geojson,"no match","19.254030054617 -103.72356557379 Colima"
ne_10m_urban_areas_landscan.geojson,"no match","9.3494047618811 -79.879880952405 Colon"
ne_10m_urban_areas_landscan.geojson,"no match","22.717499999969 -80.895833333361 Colon"
ne_10m_urban_areas_landscan.geojson,"no match","32.486860795426 -84.963517992447 Columbus"
ne_10m_urban_areas_landscan.geojson,"no match","-25.331250000013 -59.681250000028 Comandante Fontana"
ne_10m_urban_areas_landscan.geojson,"no match","-49.979166666678 -68.912500000033 Comondante Luis Piedrabuena"
ne_10m_urban_areas_landscan.geojson,"no match","-36.802219626181 -73.072819314665 Concepcion"
ne_10m_urban_areas_landscan.geojson,"no match","-23.40454545456 -57.437500000028 Concepcion"
ne_10m_urban_areas_landscan.geojson,"no match","-31.379730401649 -58.02751662829 Concordia"
ne_10m_urban_areas_landscan.geojson,"no match","-27.233514492768 -52.027717391335 Concordia"
ne_10m_urban_areas_landscan.geojson,"no match","18.895378787849 -96.952045454564 Cordoba"
ne_10m_urban_areas_landscan.geojson,"no match","40.555422374393 34.946860730535 Corum"
ne_10m_urban_areas_landscan.geojson,"no match","7.2178030302743 124.2477813852 Cotabato"
ne_10m_urban_areas_landscan.geojson,"no match","49.686994949463 -124.99659090911 Courtenay"
ne_10m_urban_areas_landscan.geojson,"no match","-33.683333333347 136.92083333326 Cowell"
ne_10m_urban_areas_landscan.geojson,"no match","-38.045572324716 145.20301601474 Cranbourne"
ne_10m_urban_areas_landscan.geojson,"no match","45.492876344053 124.28319892466 Daan"
ne_10m_urban_areas_landscan.geojson,"no match","36.367478070142 127.37932017536 Daejeon"
ne_10m_urban_areas_landscan.geojson,"no match","16.96666666664 -88.220833333356 Dangriga"
ne_10m_urban_areas_landscan.geojson,"no match","32.757196969671 22.641666666622 Darnah"
ne_10m_urban_areas_landscan.geojson,"no match","51.150198412668 -100.05059523811 Dauphin"
ne_10m_urban_areas_landscan.geojson,"no match","8.4203231292308 -82.430187074851 David"
ne_10m_urban_areas_landscan.geojson,"no match","35.330759803895 40.159681372492 Dayr az Azwr"
ne_10m_urban_areas_landscan.geojson,"no match","9.6253185072917 39.30554569056 Debre Birhan"
ne_10m_urban_areas_landscan.geojson,"no match","28.198214746299 -105.46777119063 Delicias"
ne_10m_urban_areas_landscan.geojson,"no match","37.788032945706 29.092829457308 Denizli"
ne_10m_urban_areas_landscan.geojson,"no match","42.06296296293 48.292129629583 Derbent"
ne_10m_urban_areas_landscan.geojson,"no match","14.627464788708 44.365434272237 Dhamar"
ne_10m_urban_areas_landscan.geojson,"no match","13.312499999976 12.608333333291 Diffa"
ne_10m_urban_areas_landscan.geojson,"no match","44.620833333306 -65.760119047642 Digby"
ne_10m_urban_areas_landscan.geojson,"no match","54.226547619012 49.596190476142 Dimitrovgrad"
ne_10m_urban_areas_landscan.geojson,"no match","13.904166666641 -4.5583333333771 Djenne"
ne_10m_urban_areas_landscan.geojson,"no match","11.571499999982 43.129166666614 Djibouti"
ne_10m_urban_areas_landscan.geojson,"no match","48.471079033552 35.007319819775 Dnipropetrovsk"
ne_10m_urban_areas_landscan.geojson,"no match","4.196354166644 42.049999999941 Dolo Bay"
ne_10m_urban_areas_landscan.geojson,"no match","-19.61383333335 34.739499999948 Dondo"
ne_10m_urban_areas_landscan.geojson,"no match","54.650595238063 -8.1101190476533 Donegal"
ne_10m_urban_areas_landscan.geojson,"no match","19.179166666641 30.472499999951 Dongola"
ne_10m_urban_areas_landscan.geojson,"no match","13.050833333306 3.1980555555064 Dosso"
ne_10m_urban_areas_landscan.geojson,"no match","51.140833333301 1.2973148147744 Dover"
ne_10m_urban_areas_landscan.geojson,"no match","49.781944444413 -92.837037037054 Dryden"
ne_10m_urban_areas_landscan.geojson,"no match","32.538117283919 -82.91604938274 Dublin"
